Sentence_ID,Source_Language,Target_Language,Source_Text,Target_Text,Domain,Sentence_Length,Translation_Quality,Speaker_Region,Formality
S1527,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Eastern,Informal
S1528,English,Runyankole,We are going home,[Runyankole translation] Turiyo nitutaha omuka,Education,4,High,Eastern,Informal
S1529,English,Lusoga,Thank you,[Lusoga translation] Webale,Business,2,High,Central,Formal
S1530,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Northern,Formal
S1531,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Government,2,High,Eastern,Formal
S1532,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,West Nile,Formal
S1533,English,Lugbara,The road is bad,[Lugbara translation] Njila unji,Government,4,High,Eastern,Formal
S1534,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Government,3,High,Central,Formal
S1535,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,West Nile,Informal
S1536,English,Runyankole,Good morning,[Runyankole translation] Oreire ota,Tourism,2,High,Western,Informal
S1537,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,Northern,Informal
S1538,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Daily Conversation,3,High,Eastern,Formal
S1539,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Government,4,High,West Nile,Informal
S1540,English,Runyankole,We are going home,[Runyankole translation] Turiyo nitutaha omuka,Tourism,4,High,West Nile,Formal
S1541,English,Runyankole,Good morning,[Runyankole translation] Oreire ota,Tourism,2,High,Western,Informal
S1542,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Health,4,High,Western,Formal
S1543,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,Northern,Formal
S1544,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Government,1,High,West Nile,Formal
S1545,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,West Nile,Informal
S1546,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Health,4,High,Northern,Informal
S1547,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Tourism,3,High,Western,Informal
S1548,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Tourism,1,High,West Nile,Formal
S1549,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Daily Conversation,4,High,Eastern,Formal
S1550,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Central,Formal
S1551,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Eastern,Informal
S1552,English,Acholi,Open the door,[Acholi translation] Yab doggola,Daily Conversation,3,High,Eastern,Formal
S1553,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Central,Formal
S1554,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Health,1,High,Western,Formal
S1555,English,Lugbara,This park has many animals,[Lugbara translation] Jeredigada anakpaki minji,Tourism,5,High,Northern,Formal
S1556,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,Eastern,Formal
S1557,English,Lugbara,Good morning,[Lugbara translation] Mi afu ngoni,Daily Conversation,2,High,Northern,Formal
S1558,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Eastern,Informal
S1559,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,Western,Formal
S1560,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Business,4,High,Eastern,Formal
S1561,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Northern,Informal
S1562,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Eastern,Formal
S1563,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Western,Formal
S1564,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,West Nile,Formal
S1565,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Central,Informal
S1566,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Central,Informal
S1567,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,West Nile,Formal
S1568,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Western,Informal
S1569,English,Runyankole,This park has many animals,[Runyankole translation] Ekishaka kyiine ebinyamaiswa nyingi,Tourism,5,High,Eastern,Formal
S1570,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Central,Formal
S1571,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Government,4,High,Eastern,Formal
S1572,English,Acholi,The market is busy today,[Acholi translation] Cuk tye ka tic matek tin,Business,5,High,Eastern,Formal
S1573,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Health,3,High,West Nile,Informal
S1574,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Government,2,High,Central,Informal
S1575,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,West Nile,Formal
S1576,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,West Nile,Informal
S1577,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Health,2,High,Eastern,Informal
S1578,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Eastern,Formal
S1579,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Central,Informal
S1580,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,West Nile,Informal
S1581,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Central,Informal
S1582,English,Runyankole,Thank you,[Runyankole translation] Webale,Tourism,2,High,West Nile,Informal
S1583,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Northern,Formal
S1584,English,Rukiga,Good morning,[Rukiga translation] Bwashesha gye,Health,2,High,Western,Informal
S1585,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Education,2,High,Northern,Formal
S1586,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Business,4,High,Central,Formal
S1587,English,Rukiga,The market is busy today,[Rukiga translation] Akatare kijwire erizoba,Business,5,High,Eastern,Informal
S1588,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Western,Formal
S1589,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Central,Formal
S1590,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Tourism,4,High,Central,Informal
S1591,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Western,Informal
S1592,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Western,Formal
S1593,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Tourism,3,High,Western,Informal
S1594,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Agriculture,2,High,Northern,Formal
S1595,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Central,Informal
S1596,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Central,Informal
S1597,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Health,2,High,Western,Formal
S1598,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Government,4,High,Western,Informal
S1599,English,Lusoga,School begins tomorrow,[Lusoga translation] Eisomero litandika idho,Education,3,High,Northern,Formal
S1600,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Central,Formal
S1601,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Northern,Formal
S1602,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Eastern,Formal
S1603,English,Lusoga,School begins tomorrow,[Lusoga translation] Eisomero litandika idho,Education,3,High,Northern,Informal
S1604,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,West Nile,Informal
S1605,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Western,Formal
S1606,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Government,4,High,Western,Formal
S1607,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Central,Formal
S1608,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Daily Conversation,2,High,Western,Informal
S1609,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,West Nile,Informal
S1610,English,Runyankole,We are going home,[Runyankole translation] Turiyo nitutaha omuka,Education,4,High,Northern,Informal
S1611,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,West Nile,Informal
S1612,English,Runyankole,Thank you,[Runyankole translation] Webale,Education,2,High,Central,Informal
S1613,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Health,4,High,West Nile,Informal
S1614,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Agriculture,2,High,Central,Formal
S1615,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Eastern,Formal
S1616,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Education,4,High,West Nile,Informal
S1617,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Western,Formal
S1618,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Government,4,High,Western,Formal
S1619,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,Northern,Formal
S1620,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Business,2,High,Eastern,Informal
S1621,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,Central,Formal
S1622,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Business,1,High,Northern,Formal
S1623,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,West Nile,Formal
S1624,English,Runyankole,This park has many animals,[Runyankole translation] Ekishaka kyiine ebinyamaiswa nyingi,Tourism,5,High,West Nile,Formal
S1625,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Eastern,Informal
S1626,English,Runyankole,Thank you,[Runyankole translation] Webale,Daily Conversation,2,High,Northern,Formal
S1627,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Northern,Formal
S1628,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Health,4,High,Northern,Formal
S1629,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Business,4,High,Northern,Formal
S1630,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Tourism,3,High,West Nile,Informal
S1631,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Northern,Formal
S1632,English,Lusoga,Thank you,[Lusoga translation] Webale,Daily Conversation,2,High,Eastern,Formal
S1633,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,West Nile,Informal
S1634,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Health,3,High,Western,Formal
S1635,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Eastern,Formal
S1636,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Education,4,High,West Nile,Formal
S1637,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Health,2,High,Central,Formal
S1638,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Business,2,High,Western,Informal
S1639,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Daily Conversation,3,High,Western,Formal
S1640,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,West Nile,Informal
S1641,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,West Nile,Informal
S1642,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Central,Formal
S1643,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,West Nile,Informal
S1644,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Daily Conversation,3,High,West Nile,Informal
S1645,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Central,Informal
S1646,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Tourism,3,High,Northern,Informal
S1647,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,West Nile,Formal
S1648,English,Acholi,The market is busy today,[Acholi translation] Cuk tye ka tic matek tin,Business,5,High,Eastern,Formal
S1649,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Northern,Informal
S1650,English,Rukiga,The road is bad,[Rukiga translation] Oruguuto nirubi,Daily Conversation,4,High,Central,Formal
S1651,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Health,1,High,Northern,Informal
S1652,English,Acholi,Welcome,[Acholi translation] Wa joli,Agriculture,1,High,Eastern,Informal
S1653,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,West Nile,Informal
S1654,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Northern,Formal
S1655,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,West Nile,Formal
S1656,English,Acholi,Open the door,[Acholi translation] Yab doggola,Education,3,High,Eastern,Informal
S1657,English,Ateso,School begins tomorrow,[Ateso translation] Egenu esomero emoi,Education,3,High,Central,Formal
S1658,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Business,2,High,Northern,Informal
S1659,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Eastern,Formal
S1660,English,Lugbara,The market is busy today,[Lugbara translation] Su fi andu,Business,5,High,Eastern,Informal
S1661,English,Acholi,Welcome,[Acholi translation] Wa joli,Health,1,High,Eastern,Informal
S1662,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Eastern,Formal
S1663,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,West Nile,Informal
S1664,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,West Nile,Informal
S1665,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Health,3,High,Central,Formal
S1666,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Education,4,High,Central,Informal
S1667,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,Western,Formal
S1668,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Eastern,Informal
S1669,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Western,Formal
S1670,English,Luganda,Thank you,[Luganda translation] Webale,Tourism,2,High,Central,Informal
S1671,English,Runyankole,Good morning,[Runyankole translation] Oreire ota,Education,2,High,Central,Informal
S1672,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Central,Informal
S1673,English,Runyankole,Thank you,[Runyankole translation] Webale,Daily Conversation,2,High,West Nile,Informal
S1674,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Northern,Informal
S1675,English,Lusoga,This park has many animals,[Lusoga translation] Paaka eno elina ensolo kamaala,Tourism,5,High,Northern,Formal
S1676,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Western,Informal
S1677,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Education,1,High,West Nile,Formal
S1678,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Government,2,High,Central,Formal
S1679,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Western,Informal
S1680,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Government,4,High,West Nile,Informal
S1681,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Tourism,4,High,West Nile,Informal
S1682,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,Northern,Informal
S1683,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Education,2,High,Central,Formal
S1684,English,Rukiga,Thank you,[Rukiga translation] Webare,Agriculture,2,High,West Nile,Informal
S1685,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,Western,Formal
S1686,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Education,4,High,Eastern,Informal
S1687,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Central,Informal
S1688,English,Rukiga,The market is busy today,[Rukiga translation] Akatare kijwire erizoba,Business,5,High,Northern,Formal
S1689,English,Runyankole,We are going home,[Runyankole translation] Turiyo nitutaha omuka,Daily Conversation,4,High,Western,Informal
S1690,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Education,4,High,Northern,Formal
S1691,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,West Nile,Informal
S1692,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Daily Conversation,2,High,Central,Informal
S1693,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Tourism,2,High,West Nile,Informal
S1694,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Tourism,4,High,Central,Formal
S1695,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Government,3,High,West Nile,Formal
S1696,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Agriculture,3,High,Central,Formal
S1697,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Business,4,High,West Nile,Formal
S1698,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,West Nile,Formal
S1699,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,Central,Informal
S1700,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,West Nile,Informal
S1701,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,Northern,Formal
S1702,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Eastern,Formal
S1703,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Education,4,High,Central,Informal
S1704,English,Lusoga,This park has many animals,[Lusoga translation] Paaka eno elina ensolo kamaala,Tourism,5,High,Northern,Informal
S1705,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Western,Formal
S1706,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Western,Formal
S1707,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Northern,Informal
S1708,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,Northern,Formal
S1709,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Western,Informal
S1710,English,Lusoga,This park has many animals,[Lusoga translation] Paaka eno elina ensolo kamaala,Tourism,5,High,Central,Formal
S1711,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Daily Conversation,4,High,West Nile,Formal
S1712,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Central,Formal
S1713,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Daily Conversation,4,High,Western,Informal
S1714,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Central,Informal
S1715,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Central,Formal
S1716,English,Rukiga,The road is bad,[Rukiga translation] Oruguuto nirubi,Tourism,4,High,Western,Informal
S1717,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,West Nile,Informal
S1718,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Health,1,High,Central,Formal
S1719,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,West Nile,Informal
S1720,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Tourism,2,High,West Nile,Informal
S1721,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Daily Conversation,2,High,Central,Informal
S1722,English,Runyankole,We are going home,[Runyankole translation] Turiyo nitutaha omuka,Government,4,High,West Nile,Informal
S1723,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Central,Formal
S1724,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Education,3,High,Northern,Formal
S1725,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Western,Formal
S1726,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,Central,Informal
S1727,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Daily Conversation,3,High,Eastern,Informal
S1728,English,Acholi,The market is busy today,[Acholi translation] Cuk tye ka tic matek tin,Business,5,High,Western,Formal
S1729,English,Lugbara,This park has many animals,[Lugbara translation] Jeredigada anakpaki minji,Tourism,5,High,Eastern,Formal
S1730,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Business,4,High,Western,Informal
S1731,English,Acholi,Welcome,[Acholi translation] Wa joli,Business,1,High,Western,Informal
S1732,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Central,Formal
S1733,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Agriculture,2,High,Eastern,Formal
S1734,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Western,Formal
S1735,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Education,3,High,Central,Informal
S1736,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,Eastern,Formal
S1737,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,West Nile,Informal
S1738,English,Rukiga,The market is busy today,[Rukiga translation] Akatare kijwire erizoba,Business,5,High,Eastern,Informal
S1739,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,Central,Formal
S1740,English,Rukiga,The market is busy today,[Rukiga translation] Akatare kijwire erizoba,Business,5,High,Central,Formal
S1741,English,Luganda,The road is bad,[Luganda translation] Ekkubo libi,Business,4,High,Central,Informal
S1742,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,West Nile,Informal
S1743,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Daily Conversation,4,High,Northern,Formal
S1744,English,Lugbara,The road is bad,[Lugbara translation] Njila unji,Agriculture,4,High,Central,Formal
S1745,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Government,4,High,Eastern,Formal
S1746,English,Luganda,Thank you,[Luganda translation] Webale,Health,2,High,Northern,Informal
S1747,English,Runyankole,This park has many animals,[Runyankole translation] Ekishaka kyiine ebinyamaiswa nyingi,Tourism,5,High,Eastern,Informal
S1748,English,Acholi,The patient needs medicine,[Acholi translation] Latwo ni mito yat,Health,4,High,West Nile,Formal
S1749,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Government,4,High,Western,Formal
S1750,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Health,2,High,Central,Formal
S1751,English,Acholi,The crops are ready,[Acholi translation] Jami ma ki pito dong tye atera,Agriculture,4,High,Eastern,Formal
S1752,English,Lugbara,The road is bad,[Lugbara translation] Njila unji,Business,4,High,Western,Informal
S1753,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Government,4,High,Northern,Formal
S1754,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,Eastern,Informal
S1755,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,West Nile,Informal
S1756,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Daily Conversation,unknown,High,West Nile,Informal
S1757,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Northern,Formal
S1758,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,West Nile,Formal
S1759,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Western,Informal
S1760,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Eastern,Informal
S1761,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Education,2,High,Northern,Informal
S1762,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Business,2,High,Central,Informal
S1763,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Western,Formal
S1764,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Eastern,Informal
S1765,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Central,Formal
S1766,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Eastern,Informal
S1767,English,Lusoga,Good morning,[Lusoga translation] Wasuze otya,Business,2,High,Northern,Formal
S1768,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Health,4,High,Western,Formal
S1769,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,Northern,Informal
S1770,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,West Nile,Formal
S1771,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Agriculture,4,High,Central,Formal
S1772,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Education,4,High,West Nile,Formal
S1773,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,Northern,Informal
S1774,English,Lugbara,This park has many animals,[Lugbara translation] Jeredigada anakpaki minji,Tourism,5,High,Northern,Informal
S1775,English,Rukiga,We are going home,[[Rukiga translation] Turiyo nituza omuka,Tourism,4,High,Northern,Informal
S1776,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Eastern,Informal
S1777,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Eastern,Formal
S1778,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Agriculture,4,High,Central,Informal
S1779,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Daily Conversation,4,High,Central,Informal
S1780,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,Central,Informal
S1781,English,Rukiga,Welcome,[Rukiga translation] Twakwakiira,Daily Conversation,1,High,Western,Formal
S1782,English,Rukiga,Welcome,[Rukiga translation] Twakwakiira,Government,1,High,Northern,Informal
S1783,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,West Nile,Informal
